path,strain_heterogeneity,assembly_approach
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.47_SRR1761700.cmseq.csv,1.299358758,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.26_SRR1761702.cmseq.csv,3.90985146,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.33_SRR1761664.cmseq.csv,5.942048338,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.50_SRR1761700.cmseq.csv,0.70183427,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.8_SRR1761674.cmseq.csv,7.815713698,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.59_SRR1761714.cmseq.csv,4.287392326,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.104_SRR1761705.cmseq.csv,3.624756546,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.77_SRR1761664.cmseq.csv,4.651162791,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.102_SRR1761700.cmseq.csv,1.451489687,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.30_SRR1761664.cmseq.csv,6.247170665,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.105_SRR1761674.cmseq.csv,7.635009311,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.62_SRR1761664.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.36_SRR1761700.cmseq.csv,1.387559809,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.79_SRR1761713.cmseq.csv,6.113544709,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.49_SRR1761714.cmseq.csv,1.004612693,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.85_SRR1761714.cmseq.csv,3.306923872,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.24_SRR1761674.cmseq.csv,4.42804428,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.13_SRR1761674.cmseq.csv,1.724137931,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.80_SRR1761713.cmseq.csv,4.980955171,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.1_SRR1761705.cmseq.csv,5.31960532,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.93_SRR1761674.cmseq.csv,9.375,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.88_SRR1761674.cmseq.csv,1.694915254,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.60_SRR1761674.cmseq.csv,4.958677686,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.103_SRR1761700.cmseq.csv,3.550295858,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.3_SRR1761700.cmseq.csv,3.523489933,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.91_SRR1761710.cmseq.csv,3.120838881,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.18_SRR1761705.cmseq.csv,3.417336408,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.41_SRR1761705.cmseq.csv,0.071741486,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.15_SRR1761714.cmseq.csv,3.637183984,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.8_SRR1761664.cmseq.csv,5.48867578,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.94_SRR1761700.cmseq.csv,4.910823357,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.21_SRR1761674.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.34_SRR1761700.cmseq.csv,4.159343878,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.60_SRR1761664.cmseq.csv,3.03030303,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.92_SRR1761714.cmseq.csv,5.541581512,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.105_SRR1761664.cmseq.csv,6.538018433,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.16_SRR1761713.cmseq.csv,2.561094819,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.76_SRR1761700.cmseq.csv,3.767403767,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.95_SRR1761700.cmseq.csv,2.889908257,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.10_SRR1761714.cmseq.csv,4.870675176,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.13_SRR1761664.cmseq.csv,10.20408163,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.107_SRR1761674.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.24_SRR1761664.cmseq.csv,8.0999243,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.93_SRR1761664.cmseq.csv,9.259259259,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.88_SRR1761664.cmseq.csv,3.125,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.47_SRR1761674.cmseq.csv,0.36898529,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.50_SRR1761674.cmseq.csv,6.686206265,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.64_SRR1761664.cmseq.csv,13.46153846,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.9_SRR1761714.cmseq.csv,4.274491682,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.56_SRR1761714.cmseq.csv,5.256164181,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.47_SRR1761664.cmseq.csv,0.08998727,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.21_SRR1761664.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.26_SRR1761700.cmseq.csv,1.399491094,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.86_SRR1761674.cmseq.csv,5.317872851,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.109_SRR1761714.cmseq.csv,3.921597721,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.68_SRR1761714.cmseq.csv,4.77038356,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.36_SRR1761674.cmseq.csv,5.761316872,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.107_SRR1761664.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.50_SRR1761664.cmseq.csv,7.026784714,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.94_SRR1761674.cmseq.csv,6.363636364,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.61_SRR1761713.cmseq.csv,4.570910888,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.34_SRR1761674.cmseq.csv,2.469758065,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.76_SRR1761674.cmseq.csv,10.45576408,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.3_SRR1761674.cmseq.csv,4.897959184,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.103_SRR1761674.cmseq.csv,5.418719212,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.29_SRR1761702.cmseq.csv,4.332583675,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.48_SRR1761714.cmseq.csv,2.442002442,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.28_SRR1761714.cmseq.csv,6.049290515,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.63_SRR1761664.cmseq.csv,1.6,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.36_SRR1761664.cmseq.csv,1.443620757,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.37_SRR1761714.cmseq.csv,4.346184701,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.45_SRR1761713.cmseq.csv,1.387257875,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.19_SRR1761714.cmseq.csv,3.212841503,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.79_SRR1761710.cmseq.csv,1.51298433,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.42_SRR1761714.cmseq.csv,5.249136655,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.102_SRR1761674.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.94_SRR1761664.cmseq.csv,7.932692308,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.34_SRR1761664.cmseq.csv,10.19900498,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.76_SRR1761664.cmseq.csv,2.798982188,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.86_SRR1761664.cmseq.csv,8.266452648,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.3_SRR1761664.cmseq.csv,5.128205128,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.103_SRR1761664.cmseq.csv,2.262443439,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.16_SRR1761710.cmseq.csv,0.458732111,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.97_SRR1761705.cmseq.csv,1.003824092,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.95_SRR1761664.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.14_SRR1761714.cmseq.csv,1.419998577,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.43_SRR1761714.cmseq.csv,0.091620579,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.82_SRR1761714.cmseq.csv,3.214425715,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.4_SRR1761714.cmseq.csv,0.028722155,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.57_SRR1761714.cmseq.csv,0.661318534,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.31_SRR1761714.cmseq.csv,3.594753603,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.102_SRR1761664.cmseq.csv,8.695652174,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.26_SRR1761674.cmseq.csv,1.538461538,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.74_SRR1761714.cmseq.csv,0.944202863,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.20_SRR1761714.cmseq.csv,1.350069909,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.99_SRR1761714.cmseq.csv,5.255440876,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.44_SRR1761714.cmseq.csv,0.726333187,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.106_SRR1761714.cmseq.csv,0.005254798,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.104_SRR1761702.cmseq.csv,0.295203521,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.87_SRR1761714.cmseq.csv,1.710900474,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.9_SRR1761713.cmseq.csv,3.448805592,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.67_SRR1761714.cmseq.csv,4.340704341,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.12_SRR1761714.cmseq.csv,5.403141361,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.54_SRR1761714.cmseq.csv,0.20056662,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.2_SRR1761714.cmseq.csv,0.010244004,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.39_SRR1761714.cmseq.csv,0.451735616,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.73_SRR1761714.cmseq.csv,2.292175333,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.15_SRR1761713.cmseq.csv,4.227584294,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.49_SRR1761713.cmseq.csv,2.050390964,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.48_SRR1761713.cmseq.csv,2.040244969,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.1_SRR1761702.cmseq.csv,0.082665201,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.83_SRR1761705.cmseq.csv,0.819260276,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.10_SRR1761713.cmseq.csv,0.410567054,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.16_SRR1761705.cmseq.csv,2.651609167,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.52_SRR1761714.cmseq.csv,0.019796903,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.85_SRR1761713.cmseq.csv,0.733752621,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.37_SRR1761713.cmseq.csv,3.754162882,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.41_SRR1761702.cmseq.csv,0.017682787,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.96_SRR1761714.cmseq.csv,0.465228065,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.59_SRR1761713.cmseq.csv,0.074232743,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.79_SRR1761705.cmseq.csv,3.282964562,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.89_SRR1761714.cmseq.csv,3.144973116,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.18_SRR1761702.cmseq.csv,0.1383487,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.92_SRR1761713.cmseq.csv,2.415454255,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.80_SRR1761710.cmseq.csv,4.697102722,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.32_SRR1761714.cmseq.csv,0.124245482,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.109_SRR1761713.cmseq.csv,3.484641638,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.44_SRR1761713.cmseq.csv,5.275766017,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.56_SRR1761713.cmseq.csv,0.297596374,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.39_SRR1761713.cmseq.csv,5.535168196,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.54_SRR1761713.cmseq.csv,5.038981885,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.12_SRR1761713.cmseq.csv,0.054644432,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.19_SRR1761713.cmseq.csv,3.672715229,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.48_SRR1761710.cmseq.csv,1.977396536,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.9_SRR1761710.cmseq.csv,5.300015916,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.68_SRR1761713.cmseq.csv,0.398095973,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.28_SRR1761713.cmseq.csv,4.71942446,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.29_SRR1761700.cmseq.csv,1.888907049,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.42_SRR1761713.cmseq.csv,3.736443488,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.16_SRR1761702.cmseq.csv,3.52518998,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.97_SRR1761702.cmseq.csv,0.205387471,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.37_SRR1761710.cmseq.csv,5.206426683,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.14_SRR1761713.cmseq.csv,5.38593482,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.82_SRR1761713.cmseq.csv,1.005747126,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.61_SRR1761710.cmseq.csv,0.024498935,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.4_SRR1761713.cmseq.csv,5.027932961,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.45_SRR1761710.cmseq.csv,0.459917749,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.57_SRR1761713.cmseq.csv,0.957954463,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.79_SRR1761702.cmseq.csv,4.847088713,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.74_SRR1761713.cmseq.csv,3.537082315,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.31_SRR1761713.cmseq.csv,0.096124904,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.99_SRR1761713.cmseq.csv,4.755845395,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.44_SRR1761710.cmseq.csv,3.12727567,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.20_SRR1761713.cmseq.csv,1.002804305,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.43_SRR1761713.cmseq.csv,3.161558542,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.67_SRR1761713.cmseq.csv,2.670299728,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.39_SRR1761710.cmseq.csv,6.220595923,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.87_SRR1761713.cmseq.csv,3.474251842,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.54_SRR1761710.cmseq.csv,4.503753128,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.12_SRR1761710.cmseq.csv,4.980041817,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.73_SRR1761713.cmseq.csv,2.558571659,Co-assembly
